id_pedido,id_produto,categoria
24710,7345,ferramentas_jardim
63410,14479,informatica_acessorios
52143,14046,fashion_bolsas_e_acessorios
57363,2771,eletronicos
93341,23027,esporte_lazer
32443,12612,alimentos
50451,2779,moveis_decoracao
50451,5276,moveis_decoracao
50451,4642,moveis_decoracao
69373,14051,ferramentas_jardim
69373,14051,ferramentas_jardim
8347,4216,telefonia
46203,27761,malas_acessorios
30100,10507,malas_acessorios
36919,6150,fashion_bolsas_e_acessorios
53548,20493,moveis_decoracao
28042,16002,construcao_ferramentas_seguranca
75513,19214,cama_mesa_banho
20624.0,22691.0,
56385,31597,ferramentas_jardim
25769,12600,utilidades_domesticas
84234,23756,esporte_lazer
79522,31467,ferramentas_jardim
14440,3471,perfumaria
769,3624,cama_mesa_banho
769,8346,cama_mesa_banho
7108,4028,moveis_decoracao
15673,1323,beleza_saude
31749,15034,informatica_acessorios
45952,7671,esporte_lazer
62349,22360,cool_stuff
80959,28407,beleza_saude
79695,24561,perfumaria
36009,6454,automotivo
36009,6454,automotivo
52934,8010,brinquedos
2781,21219,ferramentas_jardim
5752,994,cama_mesa_banho
5752,24918,cama_mesa_banho
33016,3473,beleza_saude
64898,261,brinquedos
55497,5331,beleza_saude
75590,31854,cama_mesa_banho
6032,28475,cool_stuff
8207,883,utilidades_domesticas
57950,19099,cama_mesa_banho
54719,3673,brinquedos
13558,10175,automotivo
76464,23391,informatica_acessorios
76464,23391,informatica_acessorios
11484,19322,cool_stuff
96740,16159,perfumaria
96740,21358,esporte_lazer
11047,27034,relogios_presentes
64420,7824,cama_mesa_banho
92955,167,utilidades_domesticas
92955,167,utilidades_domesticas
92955,167,utilidades_domesticas
92955,167,utilidades_domesticas
69722,29024,utilidades_domesticas
69722,29024,utilidades_domesticas
69722,29024,utilidades_domesticas
69722,29024,utilidades_domesticas
69722,29024,utilidades_domesticas
60184,27718,cama_mesa_banho
92366,20439,eletrodomesticos
60591,15301,informatica_acessorios
42597,23307,bebes
90682,20550,perfumaria
88773,15200,informatica_acessorios
88773,15200,informatica_acessorios
36375,26417,eletronicos
69531,12629,cama_mesa_banho
70352,7741,informatica_acessorios
61093,26111,telefonia
40314,17629,relogios_presentes
10877,29315,papelaria
7480,24486,relogios_presentes
84785,19861,automotivo
84785,18705,automotivo
7907,3542,telefonia
54195,46,cool_stuff
13631,15596,papelaria
65415,22931,beleza_saude
25302,13791,moveis_cozinha_area_de_servico_jantar_e_jardim
67724,26937,telefonia
54084,16932,bebes
83229,17426,relogios_presentes
66628,10739,cool_stuff
22945,7876,cama_mesa_banho
41452,14686,perfumaria
94598,28648,moveis_escritorio
94598,28648,moveis_escritorio
18357,4378,utilidades_domesticas
17472,22073,moveis_decoracao
81748,24504,telefonia
71342,13732,moveis_decoracao
42863,24248,informatica_acessorios
7945,30960,livros_interesse_geral
94482,29553,casa_conforto
96808,13285,moveis_decoracao
30250,25912,telefonia
36379,24266,cama_mesa_banho
69382,3047,beleza_saude
25276,2541,esporte_lazer
48819,21650,cama_mesa_banho
95774,16339,utilidades_domesticas
26270,18305,pet_shop
40576,6237,cool_stuff
6526,16517,eletroportateis
6526,16517,eletroportateis
18503,1555,cool_stuff
75733,22512,moveis_cozinha_area_de_servico_jantar_e_jardim
41283,1464,relogios_presentes
15991,7788,papelaria
31864,12190,informatica_acessorios
52535,196,moveis_decoracao
11890,10627,telefonia
8980,17994,cool_stuff
2885,326,esporte_lazer
32396,13430,moveis_decoracao
75040,15301,informatica_acessorios
54640,32120,telefonia_fixa
82441,32139,utilidades_domesticas
22807,28182,cama_mesa_banho
24929,24305,moveis_decoracao
20340,14457,relogios_presentes
38153,17421,utilidades_domesticas
64857,10214,utilidades_domesticas
52548,30002,informatica_acessorios
49661,4995,utilidades_domesticas
49661,9717,utilidades_domesticas
94190,19747,esporte_lazer
55144,32923,informatica_acessorios
55144,32923,informatica_acessorios
90277,12377,cama_mesa_banho
18460,11968,informatica_acessorios
22675,22759,cine_foto
22675,22759,cine_foto
10061,17970,beleza_saude
10061,17970,beleza_saude
47506,6957,casa_conforto
47506,6502,casa_conforto
70522,31309,informatica_acessorios
73029,13430,moveis_decoracao
17148,21361,telefonia
8322,30049,beleza_saude
10292,14123,climatizacao
99290,4598,ferramentas_jardim
37911,211,cama_mesa_banho
37911,29939,cama_mesa_banho
17988,31480,alimentos
60775,4349,esporte_lazer
29060,29941,cama_mesa_banho
31318,32585,moveis_decoracao
634,212,perfumaria
46163,5519,utilidades_domesticas
130,17389,beleza_saude
130,17389,beleza_saude
55584,21318,cool_stuff
57321,7759,eletrodomesticos
73287,1764,cool_stuff
5764,21903,automotivo
85278,9386,esporte_lazer
85278,27201,esporte_lazer
9887,10118,beleza_saude
22413,18651,informatica_acessorios
15419,28347,fashion_bolsas_e_acessorios
20176,10437,perfumaria
42044,16466,papelaria
16173,31655,cool_stuff
14342,19926,automotivo
14342,19926,automotivo
6111,29542,cool_stuff
41693,16903,livros_interesse_geral
4495,20416,informatica_acessorios
75283,30299,informatica_acessorios
24314,2771,eletronicos
30724,15563,moveis_decoracao
30118,20536,construcao_ferramentas_construcao
16116,8530,cama_mesa_banho
65198,25992,telefonia
70520,25785,perfumaria
806,22690,moveis_decoracao
20946,11533,utilidades_domesticas
98841,13433,informatica_acessorios
50543,3332,esporte_lazer
31255,2943,perfumaria
97683,27749,beleza_saude
48134,1438,informatica_acessorios
74768,6491,brinquedos
72709,14199,bebes
73675,21089,malas_acessorios
62356,21836,esporte_lazer
96064,21694,moveis_decoracao
96064,21694,moveis_decoracao
15741,30526,relogios_presentes
14096,10924,fashion_underwear_e_moda_praia
32191,19387,cama_mesa_banho
15928,5424,industria_comercio_e_negocios
28389,9542,informatica_acessorios
81363,15657,cool_stuff
64542,27766,moveis_decoracao
57602,21334,ferramentas_jardim
57602,21334,ferramentas_jardim
57602,21334,ferramentas_jardim
71925,7537,casa_construcao
16879,12317,utilidades_domesticas
52380,11820,moveis_escritorio
17449,24392,telefonia
67800,2745,relogios_presentes
98905,4181,automotivo
62715,27393,fashion_roupa_masculina
62715,12728,fashion_roupa_masculina
41810,813,telefonia
118,1121,utilidades_domesticas
42041,30892,moveis_decoracao
42041,30892,moveis_decoracao
92828,19967,perfumaria
11319,22145,bebes
26614,7022,informatica_acessorios
18814,13117,perfumaria
40046,28594,alimentos_bebidas
72282,8928,beleza_saude
28101,4783,agro_industria_e_comercio
14141.0,10239.0,
19880,24603,automotivo
19880,24603,automotivo
84033,7278,pet_shop
79611,8909,industria_comercio_e_negocios
73209,16895,cama_mesa_banho
73209,17653,utilidades_domesticas
9314,4598,ferramentas_jardim
25614,16094,esporte_lazer
45781,3341,utilidades_domesticas
68876,30959,esporte_lazer
92878,24391,utilidades_domesticas
76167,4897,brinquedos
59431,5954,esporte_lazer
76496,6059,pet_shop
91750,4378,utilidades_domesticas
9992,9192,moveis_decoracao
73673,15739,informatica_acessorios
68276,8317,instrumentos_musicais
21498,29023,brinquedos
31089,6038,cama_mesa_banho
21988,2658,esporte_lazer
90683,28610,moveis_escritorio
90683,28610,moveis_escritorio
90683,28610,moveis_escritorio
83191,6485,moveis_decoracao
83191,6485,moveis_decoracao
44271,21496,bebidas
75688,26086,esporte_lazer
75026,23627,cama_mesa_banho
73244,15560,automotivo
52766,32633,telefonia
62746,13997,cama_mesa_banho
62746,13997,cama_mesa_banho
4507,27262,beleza_saude
16156.0,28037.0,
30865,9661,cama_mesa_banho
30865,9661,cama_mesa_banho
61947,30293,ferramentas_jardim
13738,4674,cama_mesa_banho
70915,19776,beleza_saude
6150,28178,telefonia
20015,27913,livros_tecnicos
81453,24032,bebes
77196,23489,esporte_lazer
78372,31791,eletronicos
84821,29574,bebes
12286,3261,informatica_acessorios
77352,6620,telefonia
74485,25905,cama_mesa_banho
90438,28774,construcao_ferramentas_jardim
4901,14051,ferramentas_jardim
58863,12659,telefonia
26844,13309,livros_tecnicos
43534,29008,esporte_lazer
11748,3231,telefonia
59165,16861,papelaria
70343,6374,climatizacao
70343,6374,climatizacao
9913,14057,malas_acessorios
28044,2198,informatica_acessorios
89502,4175,cama_mesa_banho
17485,24504,telefonia
17485,24504,telefonia
66027,30229,ferramentas_jardim
66027,16967,papelaria
54513,2053,papelaria
97761,28927,beleza_saude
41224,24055,cama_mesa_banho
79149,8634,telefonia
76543,1086,moveis_sala
18327,32171,eletronicos
95128,8739,cama_mesa_banho
91462,1435,cama_mesa_banho
48317,2990,beleza_saude
72397,14141,moveis_escritorio
57567,21969,eletronicos
38157,3515,eletronicos
20097,28388,moveis_decoracao
96426.0,1816.0,
38093,25885,informatica_acessorios
54635,15633,utilidades_domesticas
11075,17981,cama_mesa_banho
27128,30431,beleza_saude
50910,27831,cama_mesa_banho
94463,32473,esporte_lazer
76869,19117,moveis_decoracao
54212,21687,informatica_acessorios
54212,21687,informatica_acessorios
86605,1328,relogios_presentes
57902,32209,moveis_escritorio
19828,1295,fashion_bolsas_e_acessorios
71316,47,moveis_decoracao
71316,47,moveis_decoracao
59628,22964,informatica_acessorios
16303,24625,sinalizacao_e_seguranca
29230,25918,moveis_decoracao
34984,5269,perfumaria
52666,8361,beleza_saude
57855,13341,utilidades_domesticas
90032,28843,beleza_saude
33777,9457,moveis_decoracao
33777,9457,moveis_decoracao
7593,19360,relogios_presentes
64930,10073,utilidades_domesticas
63450,2917,utilidades_domesticas
97176,5125,telefonia
37854,18541,eletronicos
37854,18541,eletronicos
30540,19920,cama_mesa_banho
80078.0,25993.0,
60721,289,esporte_lazer
6454,1563,esporte_lazer
78793,26078,consoles_games
42030,2739,ferramentas_jardim
77566,2088,papelaria
83739,17982,bebes
74613,6448,eletrodomesticos
18214,6349,moveis_escritorio
70003,22488,market_place
35476,20571,relogios_presentes
54201,25920,utilidades_domesticas
49084,31467,ferramentas_jardim
85456,10641,perfumaria
71912,13190,construcao_ferramentas_seguranca
19719,30738,papelaria
50467,30171,malas_acessorios
72225,23646,beleza_saude
44896,2,esporte_lazer
37792,16151,beleza_saude
47486,15668,cama_mesa_banho
77862,21996,esporte_lazer
81814,20501,artes
31541,28708,cama_mesa_banho
5370,11706,utilidades_domesticas
33385,27494,esporte_lazer
17591,9981,cama_mesa_banho
67496,6335,beleza_saude
67647,5914,moveis_decoracao
13160,29131,moveis_decoracao
39141,20532,esporte_lazer
58193,3998,beleza_saude
57803,13769,informatica_acessorios
50497,16856,beleza_saude
48734,289,esporte_lazer
45396,14051,ferramentas_jardim
45396,14051,ferramentas_jardim
61289,20315,automotivo
93763,16428,informatica_acessorios
42712,2278,esporte_lazer
87245,31019,perfumaria
97394,185,fashion_underwear_e_moda_praia
33734,27155,telefonia
67542,9201,telefonia
85815,18759,ferramentas_jardim
31316,21083,ferramentas_jardim
29912,7650,pet_shop
54540,29268,utilidades_domesticas
62524,9407,moveis_escritorio
85618,9684,relogios_presentes
57828,24607,beleza_saude
64740,24883,brinquedos
97854,23176,utilidades_domesticas
99058.0,31714.0,
28174,14394,beleza_saude
25846,23963,fashion_bolsas_e_acessorios
12868,29176,esporte_lazer
67904,11373,musica
96925,11547,malas_acessorios
32935,1226,beleza_saude
9989,7799,informatica_acessorios
9989,7799,informatica_acessorios
9989,7799,informatica_acessorios
93353,3896,automotivo
51254,6965,moveis_decoracao
51254,6965,moveis_decoracao
14517,9647,construcao_ferramentas_construcao
24344,14141,moveis_escritorio
13171,20110,instrumentos_musicais
80471,8725,casa_conforto
30325,32045,cama_mesa_banho
80404,32365,cama_mesa_banho
80404,32365,cama_mesa_banho
71697,10669,brinquedos
94885,20077,brinquedos
94885,20077,brinquedos
57856,28460,automotivo
68624,26623,automotivo
26537,31253,relogios_presentes
98845,13103,brinquedos
78840,15113,moveis_decoracao
78840,15113,moveis_decoracao
78840,15113,moveis_decoracao
44620,9981,cama_mesa_banho
14353,8154,telefonia
46029,30002,informatica_acessorios
48449,25625,utilidades_domesticas
94430,12104,moveis_decoracao
40034,14394,beleza_saude
69017,7241,pet_shop
61664,579,cool_stuff
85273,16686,telefonia
16752,5745,construcao_ferramentas_construcao
93178,29599,beleza_saude
97003,11463,cama_mesa_banho
98989,15561,esporte_lazer
85533,15034,informatica_acessorios
19339,21688,cama_mesa_banho
13456,18930,construcao_ferramentas_iluminacao
76937,24920,papelaria
89138,22109,automotivo
10689,5822,beleza_saude
78307,24895,livros_interesse_geral
58000,32307,ferramentas_jardim
3369,15606,beleza_saude
19866,2771,eletronicos
72667,5675,beleza_saude
88914,11629,moveis_escritorio
33634,6835,beleza_saude
16322,28844,moveis_decoracao
26835,13749,esporte_lazer
43927,2527,utilidades_domesticas
17269,13875,cool_stuff
80584,13282,moveis_decoracao
78112,15545,telefonia
92093,7278,pet_shop
92093,12583,pet_shop
92093,13936,pet_shop
81080,23235,moveis_escritorio
13348,32027,moveis_decoracao
29355,32684,utilidades_domesticas
48197.0,13328.0,
8517,32146,papelaria
8517,18444,papelaria
98228,26044,cama_mesa_banho
63295,22395,esporte_lazer
40148,5369,eletronicos
79525,4193,perfumaria
97575,16158,informatica_acessorios
94613,5361,esporte_lazer
30487,31153,esporte_lazer
95509,7464,malas_acessorios
30070,5738,ferramentas_jardim
39336,21395,informatica_acessorios
27273,29260,relogios_presentes
4987,12648,perfumaria
37815,9814,papelaria
8017,21986,cama_mesa_banho
8017,1729,cama_mesa_banho
65469,31475,cama_mesa_banho
65469,30967,cama_mesa_banho
65469,24669,cama_mesa_banho
65469,18818,cama_mesa_banho
73445,31368,brinquedos
44838,14401,relogios_presentes
71114,3802,automotivo
94413,3456,cama_mesa_banho
23877,31467,ferramentas_jardim
34560,29129,informatica_acessorios
75945,24224,automotivo
40001,19485,telefonia
35826,11481,moveis_escritorio
66126,26582,cama_mesa_banho
13329,26829,beleza_saude
13329,26829,beleza_saude
9213,8530,cama_mesa_banho
18346,23683,cama_mesa_banho
18346,23683,cama_mesa_banho
